ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NUMBER,CALLED_NUMBER,START_DATE,END_DATE,DURATION,CITY,STATE,ADDRESS,CELL_SITE
368,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,351(280)695-9593,1659108050,1659109453,1403,Richmond,California,"7 Memorial Trail",18
369,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,86(722)958-3884,1643343729,1643346442,2713,"San Jose",California,"36441 Gale Plaza",27
370,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,84(866)126-6246,1639836727,1639841649,4922,Sacramento,California,"4 Lunder Lane",35
371,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,212(780)387-2949,1652098028,1652102934,4906,"Santa Cruz",California,"0 Dapin Alley",29
372,"Frank Bardill",Frank,Bardill,51(336)334-1278,63(519)969-3726,1653728540,1653730630,2090,"Los Angeles",California,"01978 Susan Pass",6
373,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,55(387)322-6848,1644102659,1644104132,1473,"Long Beach",California,"678 Elgar Terrace",1
374,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,30(285)168-4257,1647178881,1647179666,785,Stockton,California,"647 Larry Park",44
375,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,46(227)770-6685,1639625289,1639626358,1069,Fullerton,California,"54 Kropf Circle",9
376,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,86(473)129-7337,1653721075,1653725178,4103,"Los Angeles",California,"01978 Susan Pass",6
377,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,373(885)381-2656,1640278574,1640279570,996,Sacramento,California,"4 Lunder Lane",35
378,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,48(457)911-6423,1653534144,1653537771,3627,"Los Angeles",California,"2707 Linden Place",14
379,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,373(885)381-2656,1656267000,1656267610,610,Fullerton,California,"61 Washington Parkway",12
380,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,7(615)844-9516,1637890131,1637894978,4847,"Huntington Beach",California,"55729 Luster Drive",11
381,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,850(839)808-5074,1646162506,1646162687,181,"San Jose",California,"36441 Gale Plaza",27
382,"Frank Bardill",Frank,Bardill,51(336)334-1278,30(510)813-2489,1656254762,1656258157,3395,Inglewood,California,"51 Brentwood Junction",4
383,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,30(510)813-2489,1650980534,1650982313,1779,Glendale,California,"0908 Basil Point",7
384,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,48(634)965-2665,1640270744,1640273031,2287,"Los Angeles",California,"2707 Linden Place",14
385,"Binni Rumming",Binni,Rumming,62(579)581-9409,55(726)656-6186,1630005129,1630008014,2885,Irvine,California,"6642 Rowland Junction",30
386,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,86(806)191-7196,1658171891,1658172532,641,Pasadena,California,"42482 Scott Court",2
387,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,48(634)965-2665,1631746192,1631746582,390,Fresno,California,"17646 Prairie Rose Drive",5
388,"Alair Harower",Alair,Harower,230(952)254-2856,30(510)813-2489,1659683744,1659688205,4461,"Santa Monica",California,"669 Banding Drive",13
389,"Alair Harower",Alair,Harower,230(952)254-2856,48(457)911-6423,1632728763,1632729612,849,"San Diego",California,"60354 Monica Crossing",38
390,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,52(572)373-3046,1638824520,1638826495,1975,"San Jose",California,"7161 Division Park",26
391,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,62(500)122-2049,1646616846,1646620342,3496,"Long Beach",California,"94032 Alpine Center",41
392,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,963(417)537-8882,1629824428,1629826453,2025,"San Francisco",California,"1 Prairieview Lane",21
393,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,30(285)168-4257,1646380487,1646383137,2650,"San Diego",California,"60354 Monica Crossing",38
394,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,30(285)168-4257,1637667805,1637670884,3079,Oakland,California,"85369 Independence Lane",16
395,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,63(529)477-0399,1638902995,1638905429,2434,"San Francisco",California,"447 Dexter Crossing",32
396,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,55(387)322-6848,1640175232,1640178082,2850,"San Diego",California,"60354 Monica Crossing",38
397,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,351(280)695-9593,1647166194,1647169638,3444,"San Diego",California,"60354 Monica Crossing",38
398,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,33(350)921-2235,1640852815,1640857761,4946,Fresno,California,"5536 Grasskamp Junction",50
399,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,46(512)805-0306,1632915688,1632916234,546,Berkeley,California,"0 Pennsylvania Street",42
400,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,46(295)230-5292,1642537324,1642541674,4350,Carlsbad,California,"1 Bartelt Lane",31
401,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,81(349)168-5517,1640964477,1640968901,4424,"San Francisco",California,"1 Prairieview Lane",21
402,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,998(108)587-2824,1647234947,1647236842,1895,"Long Beach",California,"94032 Alpine Center",41
403,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,963(417)537-8882,1638304208,1638304660,452,"Los Angeles",California,"2707 Linden Place",14
404,"Irene Albert",Irene,Albert,62(185)986-1070,86(521)154-8375,1648152226,1648156947,4721,"Long Beach",California,"94032 Alpine Center",41
405,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,62(869)779-9681,1645544637,1645548591,3954,Petaluma,California,"22898 Moulton Terrace",48
406,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,971(419)560-7528,1658233274,1658235564,2290,Pasadena,California,"42482 Scott Court",2
407,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,46(227)770-6685,1652481077,1652482874,1797,Sacramento,California,"24 Hoepker Crossing",47
408,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,48(855)199-5680,1659237374,1659238500,1126,"San Bernardino",California,"7712 Chive Park",15
409,"Rube Patshull",Rube,Patshull,27(692)289-3868,86(722)958-3884,1660018295,1660022992,4697,"Santa Monica",California,"669 Banding Drive",13
410,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,7(512)226-1547,1643303700,1643303950,250,Petaluma,California,"22898 Moulton Terrace",48
411,"Irene Albert",Irene,Albert,62(185)986-1070,593(218)348-7628,1657281633,1657286187,4554,"San Jose",California,"7161 Division Park",26
412,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,971(419)560-7528,1635892864,1635896351,3487,"Long Beach",California,"94032 Alpine Center",41
413,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,86(473)129-7337,1652785554,1652788990,3436,"San Bernardino",California,"7712 Chive Park",15
414,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,356(123)992-0999,1659367422,1659370089,2667,"Santa Monica",California,"669 Banding Drive",13
415,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,234(685)245-1915,1658750612,1658751713,1101,Carlsbad,California,"1 Bartelt Lane",31
416,"Bambie Benge",Bambie,Benge,86(211)608-3729,55(726)656-6186,1630171138,1630173126,1988,Fullerton,California,"54 Kropf Circle",9
417,"Weston Olley",Weston,Olley,86(130)252-5866,46(512)805-0306,1643049655,1643051556,1901,Fresno,California,"17646 Prairie Rose Drive",5
418,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,62(895)811-6103,1642447715,1642450749,3034,Fresno,California,"5536 Grasskamp Junction",50
419,"Waring Mordy",Waring,Mordy,62(922)388-7545,86(317)385-0181,1631315958,1631320454,4496,"Long Beach",California,"94032 Alpine Center",41
420,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,998(108)587-2824,1658866144,1658869430,3286,"San Bernardino",California,"7712 Chive Park",15
421,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,234(735)131-5980,1651655239,1651655539,300,"San Bernardino",California,"7712 Chive Park",15
422,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,33(350)921-2235,1657682353,1657684587,2234,Richmond,California,"7 Memorial Trail",18
423,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,33(350)921-2235,1637481538,1637484159,2621,"San Francisco",California,"1 Prairieview Lane",21
424,"Bambie Benge",Bambie,Benge,86(211)608-3729,48(634)965-2665,1639879773,1639883656,3883,Berkeley,California,"0 Pennsylvania Street",42
425,"Rube Patshull",Rube,Patshull,27(692)289-3868,850(839)808-5074,1648461712,1648462676,964,"Long Beach",California,"678 Elgar Terrace",1
426,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,356(123)992-0999,1652522986,1652526737,3751,"San Francisco",California,"1 Prairieview Lane",21
427,"Rebekkah Jukubczak",Rebekkah,Jukubczak,351(774)585-7547,63(529)477-0399,1642980632,1642985515,4883,Richmond,California,"7 Memorial Trail",18
428,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,7(707)282-7580,1646302093,1646304802,2709,Berkeley,California,"0 Pennsylvania Street",42
429,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,7(400)194-7922,1632873528,1632875191,1663,Fresno,California,"17646 Prairie Rose Drive",5
430,"Boonie Flather",Boonie,Flather,504(630)761-4257,55(854)499-0789,1652781082,1652781264,182,"San Diego",California,"3 Thierer Pass",19
431,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,234(685)245-1915,1643477377,1643481857,4480,Oakland,California,"0443 Mesta Trail",28
432,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,62(895)811-6103,1650539343,1650540986,1643,"Huntington Beach",California,"55729 Luster Drive",11
433,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,86(806)191-7196,1630046151,1630048604,2453,"Redwood City",California,"9624 2nd Terrace",33
434,"Alair Harower",Alair,Harower,230(952)254-2856,48(634)965-2665,1657263578,1657266246,2668,Irvine,California,"4365 Steensland Pass",22
435,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,7(707)282-7580,1657289758,1657290467,709,Fresno,California,"17646 Prairie Rose Drive",5
436,"Irene Albert",Irene,Albert,62(185)986-1070,7(512)226-1547,1638676633,1638681090,4457,Stockton,California,"647 Larry Park",44
437,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,48(855)199-5680,1656897681,1656898349,668,"San Francisco",California,"447 Dexter Crossing",32
438,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,593(218)348-7628,1635055324,1635057887,2563,"San Diego",California,"3 Thierer Pass",19
439,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,62(500)122-2049,1637801982,1637805509,3527,"San Francisco",California,"447 Dexter Crossing",32
440,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,30(510)813-2489,1659273002,1659277454,4452,"Santa Cruz",California,"0 Dapin Alley",29
441,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,86(317)385-0181,1652374587,1652375106,519,"San Jose",California,"36441 Gale Plaza",27
442,"Florie Satchell",Florie,Satchell,52(586)779-1666,86(521)154-8375,1660008178,1660011612,3434,Sacramento,California,"24 Hoepker Crossing",47
443,"Waring Mordy",Waring,Mordy,62(922)388-7545,7(707)282-7580,1637053218,1637054031,813,Irvine,California,"6642 Rowland Junction",30
444,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,593(218)348-7628,1660257016,1660258369,1353,Brea,California,"31606 Merchant Hill",17
445,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,351(280)695-9593,1659870440,1659875394,4954,"San Francisco",California,"2 New Castle Road",25
446,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,30(510)813-2489,1648570961,1648574503,3542,"Huntington Beach",California,"64153 Birchwood Crossing",24
447,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,86(317)385-0181,1641826565,1641827046,481,Irvine,California,"5578 Hoffman Trail",40
448,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,971(419)560-7528,1643911287,1643913231,1944,"Huntington Beach",California,"64153 Birchwood Crossing",24
449,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,593(218)348-7628,1631406043,1631407065,1022,Oakland,California,"85369 Independence Lane",16
450,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,356(123)992-0999,1653584738,1653585027,289,"Huntington Beach",California,"55729 Luster Drive",11
451,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,963(417)537-8882,1649955580,1649958907,3327,"Redwood City",California,"9624 2nd Terrace",33
452,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,33(350)921-2235,1656628156,1656632478,4322,Carlsbad,California,"2747 Russell Hill",34
453,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,48(855)199-5680,1630703995,1630706329,2334,"San Francisco",California,"2 New Castle Road",25
454,"Irene Albert",Irene,Albert,62(185)986-1070,86(661)667-6074,1641538380,1641539720,1340,"San Francisco",California,"60 Fisk Way",45
455,"Charin Wass",Charin,Wass,48(171)207-5006,351(280)695-9593,1655352702,1655357153,4451,Lancaster,California,"646 Carpenter Plaza",23
456,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,46(512)805-0306,1642155532,1642158810,3278,Oakland,California,"0443 Mesta Trail",28
457,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,62(895)811-6103,1652999790,1653000580,790,Irvine,California,"4365 Steensland Pass",22
458,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,86(722)958-3884,1647599072,1647599714,642,"San Francisco",California,"60 Fisk Way",45
459,"Irene Albert",Irene,Albert,62(185)986-1070,84(866)126-6246,1637078406,1637079602,1196,"Long Beach",California,"50207 Riverside Alley",10
460,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,7(707)282-7580,1636157636,1636160800,3164,"San Diego",California,"2149 Luster Point",3
461,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,30(285)168-4257,1647271129,1647274697,3568,"Los Angeles",California,"6143 International Place",46
462,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,86(317)385-0181,1640692265,1640692636,371,Irvine,California,"5578 Hoffman Trail",40
463,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,30(285)168-4257,1657601949,1657602383,434,Inglewood,California,"51 Brentwood Junction",4
464,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,86(317)385-0181,1656936670,1656938977,2307,"Huntington Beach",California,"64153 Birchwood Crossing",24
465,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,66(191)311-1807,1647820209,1647823508,3299,Brea,California,"31606 Merchant Hill",17
466,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,55(726)656-6186,1654557800,1654561649,3849,Irvine,California,"5578 Hoffman Trail",40
467,"Irene Albert",Irene,Albert,62(185)986-1070,33(819)524-5775,1660578897,1660581102,2205,"Huntington Beach",California,"55729 Luster Drive",11
468,"Binni Rumming",Binni,Rumming,62(579)581-9409,55(726)656-6186,1634702847,1634703185,338,"San Francisco",California,"60 Fisk Way",45
469,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,7(615)844-9516,1631895357,1631897552,2195,"San Francisco",California,"60 Fisk Way",45
470,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,62(500)122-2049,1645614628,1645615071,443,"San Bernardino",California,"7712 Chive Park",15
471,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,46(295)230-5292,1636079501,1636084250,4749,Inglewood,California,"51 Brentwood Junction",4
472,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,7(400)194-7922,1646521002,1646525950,4948,Berkeley,California,"0 Pennsylvania Street",42
473,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,33(350)921-2235,1646140694,1646144830,4136,Irvine,California,"4365 Steensland Pass",22
474,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,62(895)811-6103,1653570775,1653572632,1857,Carlsbad,California,"2747 Russell Hill",34
475,"Irene Albert",Irene,Albert,62(185)986-1070,7(512)226-1547,1639209416,1639213600,4184,Brea,California,"31606 Merchant Hill",17
476,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,55(854)499-0789,1642085271,1642088383,3112,Petaluma,California,"22898 Moulton Terrace",48
477,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,46(227)770-6685,1645345212,1645348982,3770,"Long Beach",California,"94032 Alpine Center",41
478,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,7(400)194-7922,1637700675,1637701360,685,"San Jose",California,"36441 Gale Plaza",27
479,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,46(512)805-0306,1646277126,1646280160,3034,"Long Beach",California,"678 Elgar Terrace",1
480,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,63(529)477-0399,1637078489,1637081815,3326,Berkeley,California,"0 Pennsylvania Street",42
481,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,7(400)194-7922,1655272356,1655275656,3300,Irvine,California,"5578 Hoffman Trail",40
482,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,48(855)199-5680,1641570856,1641574319,3463,"Los Angeles",California,"8 Esch Street",49
483,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,62(869)779-9681,1635766583,1635767699,1116,"San Bernardino",California,"7712 Chive Park",15
484,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,84(866)126-6246,1642489506,1642490624,1118,Irvine,California,"6642 Rowland Junction",30
485,"Alair Harower",Alair,Harower,230(952)254-2856,356(123)992-0999,1651626800,1651627894,1094,Fullerton,California,"54 Kropf Circle",9
486,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,212(780)387-2949,1643000145,1643002835,2690,"Long Beach",California,"678 Elgar Terrace",1
487,"Weston Olley",Weston,Olley,86(130)252-5866,86(806)191-7196,1647548156,1647548329,173,Fresno,California,"17646 Prairie Rose Drive",5
488,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,86(806)191-7196,1648173153,1648177313,4160,Berkeley,California,"0 Pennsylvania Street",42
489,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,33(350)921-2235,1638720027,1638724975,4948,"Long Beach",California,"52 Arizona Parkway",43
490,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,86(661)667-6074,1650423327,1650426323,2996,"San Diego",California,"60354 Monica Crossing",38
491,"Weston Olley",Weston,Olley,86(130)252-5866,963(417)537-8882,1651280639,1651283928,3289,"Huntington Beach",California,"64153 Birchwood Crossing",24
492,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,81(349)168-5517,1659230939,1659235859,4920,Carlsbad,California,"2747 Russell Hill",34
493,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,46(227)770-6685,1643580695,1643582412,1717,Petaluma,California,"22898 Moulton Terrace",48
494,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,27(733)395-8992,1632791225,1632794221,2996,"Los Angeles",California,"01978 Susan Pass",6
495,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,850(839)808-5074,1650563978,1650568075,4097,Stockton,California,"647 Larry Park",44
496,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,48(457)911-6423,1645377015,1645379789,2774,Pasadena,California,"42482 Scott Court",2
497,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,27(733)395-8992,1644751965,1644755892,3927,Carlsbad,California,"2747 Russell Hill",34
498,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,46(295)230-5292,1654494548,1654498867,4319,"San Diego",California,"3 Thierer Pass",19
499,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,33(350)921-2235,1636103994,1636105515,1521,Fullerton,California,"61 Washington Parkway",12
500,"Frank Bardill",Frank,Bardill,51(336)334-1278,850(839)808-5074,1641114237,1641116708,2471,Oakland,California,"0443 Mesta Trail",28
501,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,351(280)695-9593,1659088902,1659093199,4297,Stockton,California,"647 Larry Park",44
502,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,48(855)199-5680,1629947230,1629951990,4760,"San Diego",California,"3 Thierer Pass",19
503,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,48(634)965-2665,1658931366,1658935070,3704,"San Francisco",California,"60 Fisk Way",45
504,"Alair Harower",Alair,Harower,230(952)254-2856,33(350)921-2235,1633608185,1633611267,3082,"San Francisco",California,"447 Dexter Crossing",32
505,"Boonie Flather",Boonie,Flather,504(630)761-4257,63(519)969-3726,1643333275,1643334332,1057,Sacramento,California,"6357 Northwestern Pass",36
506,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,55(726)656-6186,1655296179,1655297368,1189,Sacramento,California,"4 Lunder Lane",35
507,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,212(780)387-2949,1629783823,1629786446,2623,Fullerton,California,"54 Kropf Circle",9
508,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,66(191)311-1807,1631779400,1631780913,1513,"San Jose",California,"7161 Division Park",26
509,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,593(218)348-7628,1659161279,1659166027,4748,Inglewood,California,"51 Brentwood Junction",4
510,"Charin Wass",Charin,Wass,48(171)207-5006,7(707)282-7580,1643435604,1643436837,1233,"Long Beach",California,"50207 Riverside Alley",10
511,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,7(512)226-1547,1631680327,1631684502,4175,"San Francisco",California,"60 Fisk Way",45
512,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,356(123)992-0999,1658257723,1658261058,3335,Oakland,California,"0443 Mesta Trail",28
513,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,46(295)230-5292,1644944098,1644948049,3951,Inglewood,California,"51 Brentwood Junction",4
514,"Charin Wass",Charin,Wass,48(171)207-5006,7(400)194-7922,1630957946,1630962166,4220,Carlsbad,California,"1 Bartelt Lane",31
515,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,55(726)656-6186,1641448506,1641451984,3478,Carlsbad,California,"1 Bartelt Lane",31
516,"Irene Albert",Irene,Albert,62(185)986-1070,234(685)245-1915,1634557514,1634558058,544,Petaluma,California,"22898 Moulton Terrace",48
517,"Wat Annetts",Wat,Annetts,66(804)389-7926,48(855)199-5680,1645638765,1645639388,623,"San Diego",California,"2149 Luster Point",3
518,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,84(866)126-6246,1638582475,1638586306,3831,"Long Beach",California,"52 Arizona Parkway",43
519,"Wat Annetts",Wat,Annetts,66(804)389-7926,86(806)191-7196,1656643180,1656646028,2848,Fresno,California,"17646 Prairie Rose Drive",5
520,"Rebekkah Jukubczak",Rebekkah,Jukubczak,351(774)585-7547,62(906)288-1488,1640966413,1640971224,4811,Pasadena,California,"42482 Scott Court",2
521,"Bambie Benge",Bambie,Benge,86(211)608-3729,30(510)813-2489,1638472539,1638475535,2996,Fresno,California,"5536 Grasskamp Junction",50
522,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,7(180)359-2018,1654271138,1654275678,4540,Carlsbad,California,"2747 Russell Hill",34
523,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,7(400)194-7922,1630828545,1630833041,4496,"Los Angeles",California,"2707 Linden Place",14
524,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,86(806)191-7196,1645599363,1645603411,4048,Lancaster,California,"646 Carpenter Plaza",23
525,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,62(869)779-9681,1652993993,1652997576,3583,"San Francisco",California,"2 New Castle Road",25
526,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,7(707)282-7580,1629637679,1629637795,116,"San Francisco",California,"60 Fisk Way",45
527,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,963(417)537-8882,1646974856,1646975745,889,"San Diego",California,"60354 Monica Crossing",38
528,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,7(512)226-1547,1641093221,1641094807,1586,Carlsbad,California,"1 Bartelt Lane",31
529,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,7(400)194-7922,1657912386,1657912776,390,"Long Beach",California,"678 Elgar Terrace",1
530,"Alair Harower",Alair,Harower,230(952)254-2856,7(180)359-2018,1643217811,1643220879,3068,"San Francisco",California,"60 Fisk Way",45
531,"Charin Wass",Charin,Wass,48(171)207-5006,850(839)808-5074,1640536032,1640538395,2363,"Huntington Beach",California,"55729 Luster Drive",11
532,"Florie Satchell",Florie,Satchell,52(586)779-1666,63(519)969-3726,1632600825,1632601889,1064,Irvine,California,"6642 Rowland Junction",30
533,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,27(733)395-8992,1637135048,1637136034,986,Sacramento,California,"4 Lunder Lane",35
534,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,46(512)805-0306,1655542534,1655545271,2737,Fullerton,California,"54 Kropf Circle",9
535,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,351(280)695-9593,1645246576,1645250433,3857,"Los Angeles",California,"6143 International Place",46
536,"Rube Patshull",Rube,Patshull,27(692)289-3868,48(855)199-5680,1649246800,1649249547,2747,"San Diego",California,"3 Thierer Pass",19
537,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,62(906)288-1488,1652324808,1652325984,1176,"San Francisco",California,"60 Fisk Way",45
538,"Alair Harower",Alair,Harower,230(952)254-2856,593(218)348-7628,1649790739,1649792182,1443,"San Jose",California,"36441 Gale Plaza",27
539,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,63(519)969-3726,1653257456,1653257770,314,"Long Beach",California,"52 Arizona Parkway",43
540,"Florie Satchell",Florie,Satchell,52(586)779-1666,46(295)230-5292,1645495791,1645496166,375,"Huntington Beach",California,"55729 Luster Drive",11
541,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,234(685)245-1915,1655630230,1655634825,4595,"San Diego",California,"2149 Luster Point",3
542,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,55(726)656-6186,1633312496,1633314270,1774,"San Diego",California,"3 Thierer Pass",19
543,"Rube Patshull",Rube,Patshull,27(692)289-3868,7(180)359-2018,1657708044,1657711394,3350,Richmond,California,"7 Memorial Trail",18
544,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,593(218)348-7628,1649701331,1649702437,1106,"San Francisco",California,"60 Fisk Way",45
545,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,7(400)194-7922,1649486513,1649486972,459,"Huntington Beach",California,"55729 Luster Drive",11
546,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,86(806)191-7196,1651027448,1651031029,3581,"San Francisco",California,"2 New Castle Road",25
547,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,593(218)348-7628,1630972883,1630973598,715,"San Francisco",California,"2 New Castle Road",25
548,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,976(411)733-8335,1630108058,1630108690,632,"Long Beach",California,"94032 Alpine Center",41
549,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,86(722)958-3884,1652034906,1652037568,2662,Oakland,California,"85369 Independence Lane",16
550,"Alair Harower",Alair,Harower,230(952)254-2856,86(806)191-7196,1655276419,1655279401,2982,Oakland,California,"85369 Independence Lane",16
